stid	a1	a2	a3	a4	a5	a6	a7
Sent-ST-542	Sent-HISD-178	Sent-HEMD-96	Sent-THRA-33	Sent-SUCA-12	Sent-AROC-161	Sent-PURE-155	Sent-DNAN-163
Sent-ST-543	Sent-HISD-12	Sent-HEMD-18	Sent-THRA-38	Sent-SUCA-162	Sent-AROC-117	Sent-PURE-162	Sent-DNAN-135
Sent-ST-544	Sent-HISD-195	Sent-HEMD-134	Sent-THRA-158	Sent-SUCA-46	Sent-AROC-4	Sent-PURE-132	Sent-DNAN-164
Sent-ST-545	Sent-HISD-12	Sent-HEMD-15	Sent-THRA-18	Sent-SUCA-172	Sent-AROC-45	Sent-PURE-130	Sent-DNAN-15
Sent-ST-546	Sent-HISD-172	Sent-HEMD-122	Sent-THRA-2	Sent-SUCA-7	Sent-AROC-14	Sent-PURE-6	Sent-DNAN-14
Sent-ST-547	Sent-HISD-196	Sent-HEMD-3	Sent-THRA-159	Sent-SUCA-173	Sent-AROC-182	Sent-PURE-163	Sent-DNAN-36
Sent-ST-548	Sent-HISD-197	Sent-HEMD-25	Sent-THRA-4	Sent-SUCA-71	Sent-AROC-13	Sent-PURE-12	Sent-DNAN-11
Sent-ST-549	Sent-HISD-198	Sent-HEMD-8	Sent-THRA-48	Sent-SUCA-6	Sent-AROC-70	Sent-PURE-164	Sent-DNAN-112
Sent-ST-550	Sent-HISD-199	Sent-HEMD-125	Sent-THRA-160	Sent-SUCA-174	Sent-AROC-175	Sent-PURE-9	Sent-DNAN-11
Sent-ST-551	Sent-HISD-196	Sent-HEMD-8	Sent-THRA-153	Sent-SUCA-9	Sent-AROC-177	Sent-PURE-39	Sent-DNAN-165
Sent-ST-553	Sent-HISD-7	Sent-HEMD-15	Sent-THRA-2	Sent-SUCA-132	Sent-AROC-171	Sent-PURE-5	Sent-DNAN-156
Sent-ST-554	Sent-HISD-183	Sent-HEMD-78	Sent-THRA-126	Sent-SUCA-9	Sent-AROC-110	Sent-PURE-136	Sent-DNAN-159
Sent-ST-555	Sent-HISD-122	Sent-HEMD-10	Sent-THRA-86	Sent-SUCA-90	Sent-AROC-172	Sent-PURE-61	Sent-DNAN-166
Sent-ST-556	Sent-HISD-201	Sent-HEMD-3	Sent-THRA-33	Sent-SUCA-9	Sent-AROC-170	Sent-PURE-165	Sent-DNAN-20
Sent-ST-557	Sent-HISD-199	Sent-HEMD-125	Sent-THRA-160	Sent-SUCA-9	Sent-AROC-175	Sent-PURE-9	Sent-DNAN-11
Sent-ST-558	Sent-HISD-202	Sent-HEMD-135	Sent-THRA-102	Sent-SUCA-45	Sent-AROC-110	Sent-PURE-166	Sent-DNAN-167
Sent-ST-559	Sent-HISD-197	Sent-HEMD-25	Sent-THRA-3	Sent-SUCA-71	Sent-AROC-84	Sent-PURE-167	Sent-DNAN-7
Sent-ST-560	Sent-HISD-203	Sent-HEMD-35	Sent-THRA-162	Sent-SUCA-8	Sent-AROC-174	Sent-PURE-168	Sent-DNAN-7
Sent-ST-561	Sent-HISD-204	Sent-HEMD-35	Sent-THRA-163	Sent-SUCA-74	Sent-AROC-70	Sent-PURE-156	Sent-DNAN-110
Sent-ST-562	Sent-HISD-205	Sent-HEMD-46	Sent-THRA-164	Sent-SUCA-175	Sent-AROC-37	Sent-PURE-8	Sent-DNAN-4
Sent-ST-563	Sent-HISD-206	Sent-HEMD-25	Sent-THRA-165	Sent-SUCA-176	Sent-AROC-173	Sent-PURE-40	Sent-DNAN-168
Sent-ST-564	Sent-HISD-149	Sent-HEMD-38	Sent-THRA-23	Sent-SUCA-35	Sent-AROC-11	Sent-PURE-40	Sent-DNAN-169
Sent-ST-565	Sent-HISD-163	Sent-HEMD-3	Sent-THRA-101	Sent-SUCA-19	Sent-AROC-101	Sent-PURE-76	Sent-DNAN-64
Sent-ST-566	Sent-HISD-207	Sent-HEMD-10	Sent-THRA-139	Sent-SUCA-9	Sent-AROC-2	Sent-PURE-169	Sent-DNAN-20
Sent-ST-567	Sent-HISD-208	Sent-HEMD-8	Sent-THRA-157	Sent-SUCA-9	Sent-AROC-111	Sent-PURE-8	Sent-DNAN-170
Sent-ST-568	Sent-HISD-9	Sent-HEMD-12	Sent-THRA-2	Sent-SUCA-9	Sent-AROC-183	Sent-PURE-5	Sent-DNAN-7
Sent-ST-569	Sent-HISD-209	Sent-HEMD-12	Sent-THRA-2	Sent-SUCA-9	Sent-AROC-10	Sent-PURE-5	Sent-DNAN-7
Sent-ST-570	Sent-HISD-14	Sent-HEMD-24	Sent-THRA-8	Sent-SUCA-19	Sent-AROC-2	Sent-PURE-2	Sent-DNAN-171
Sent-ST-571	Sent-HISD-210	Sent-HEMD-15	Sent-THRA-166	Sent-SUCA-177	Sent-AROC-168	Sent-PURE-170	Sent-DNAN-4
Sent-ST-572	Sent-HISD-21	Sent-HEMD-16	Sent-THRA-4	Sent-SUCA-23	Sent-AROC-22	Sent-PURE-184	Sent-DNAN-11
Sent-ST-573	Sent-HISD-211	Sent-HEMD-29	Sent-THRA-131	Sent-SUCA-178	Sent-AROC-184	Sent-PURE-129	Sent-DNAN-25
Sent-ST-574	Sent-HISD-212	Sent-HEMD-30	Sent-THRA-132	Sent-SUCA-145	Sent-AROC-29	Sent-PURE-21	Sent-DNAN-173
Sent-ST-575	Sent-HISD-28	Sent-HEMD-136	Sent-THRA-81	Sent-SUCA-29	Sent-AROC-31	Sent-PURE-23	Sent-DNAN-28
Sent-ST-576	Sent-HISD-213	Sent-HEMD-30	Sent-THRA-134	Sent-SUCA-87	Sent-AROC-33	Sent-PURE-131	Sent-DNAN-152
Sent-ST-577	Sent-HISD-204	Sent-HEMD-98	Sent-THRA-167	Sent-SUCA-179	Sent-AROC-185	Sent-PURE-172	Sent-DNAN-37
Sent-ST-578	Sent-HISD-132	Sent-HEMD-68	Sent-THRA-168	Sent-SUCA-9	Sent-AROC-139	Sent-PURE-133	Sent-DNAN-174
Sent-ST-579	Sent-HISD-16	Sent-HEMD-137	Sent-THRA-63	Sent-SUCA-58	Sent-AROC-111	Sent-PURE-40	Sent-DNAN-46
Sent-ST-580	Sent-HISD-11	Sent-HEMD-46	Sent-THRA-1	Sent-SUCA-180	Sent-AROC-99	Sent-PURE-111	Sent-DNAN-175
Sent-ST-581	Sent-HISD-214	Sent-HEMD-27	Sent-THRA-169	Sent-SUCA-181	Sent-AROC-25	Sent-PURE-18	Sent-DNAN-176
Sent-ST-582	Sent-HISD-88	Sent-HEMD-116	Sent-THRA-12	Sent-SUCA-19	Sent-AROC-2	Sent-PURE-5	Sent-DNAN-5
Sent-ST-583	Sent-HISD-215	Sent-HEMD-135	Sent-THRA-3	Sent-SUCA-9	Sent-AROC-138	Sent-PURE-136	Sent-DNAN-152
Sent-ST-584	Sent-HISD-124	Sent-HEMD-46	Sent-THRA-12	Sent-SUCA-175	Sent-AROC-6	Sent-PURE-2	Sent-DNAN-18
Sent-ST-585	Sent-HISD-216	Sent-HEMD-40	Sent-THRA-170	Sent-SUCA-103	Sent-AROC-5	Sent-PURE-173	Sent-DNAN-64
Sent-ST-586	Sent-HISD-152	Sent-HEMD-36	Sent-THRA-171	Sent-SUCA-61	Sent-AROC-47	Sent-PURE-174	Sent-DNAN-98
Sent-ST-587	Sent-HISD-132	Sent-HEMD-68	Sent-THRA-172	Sent-SUCA-9	Sent-AROC-117	Sent-PURE-175	Sent-DNAN-70
Sent-ST-588	Sent-HISD-75	Sent-HEMD-78	Sent-THRA-97	Sent-SUCA-182	Sent-AROC-186	Sent-PURE-39	Sent-DNAN-35
Sent-ST-589	Sent-HISD-16	Sent-HEMD-17	Sent-THRA-4	Sent-SUCA-16	Sent-AROC-187	Sent-PURE-13	Sent-DNAN-12
