stid	a1	a2	a3	a4	a5	a6	a7
Cfre-ST-81	Cfre-clpX-44	Cfre-mdh-42	Cfre-aspC-44	Cfre-arcA-30	Cfre-dnaG-39	Cfre-fadD-52	Cfre-lysP-37
Cfre-ST-82	Cfre-clpX-45	Cfre-mdh-43	Cfre-aspC-45	Cfre-arcA-30	Cfre-dnaG-40	Cfre-fadD-53	Cfre-lysP-43
Cfre-ST-83	Cfre-clpX-46	Cfre-mdh-44	Cfre-aspC-46	Cfre-arcA-14	Cfre-dnaG-41	Cfre-fadD-54	Cfre-lysP-24
Cfre-ST-84	Cfre-clpX-5	Cfre-mdh-6	Cfre-aspC-5	Cfre-arcA-31	Cfre-dnaG-42	Cfre-fadD-7	Cfre-lysP-5
Cfre-ST-85	Cfre-clpX-47	Cfre-mdh-45	Cfre-aspC-1	Cfre-arcA-3	Cfre-dnaG-1	Cfre-fadD-55	Cfre-lysP-44
Cfre-ST-86	Cfre-clpX-48	Cfre-mdh-6	Cfre-aspC-5	Cfre-arcA-7	Cfre-dnaG-43	Cfre-fadD-56	Cfre-lysP-11
Cfre-ST-87	Cfre-clpX-49	Cfre-mdh-18	Cfre-aspC-23	Cfre-arcA-14	Cfre-dnaG-44	Cfre-fadD-51	Cfre-lysP-19
Cfre-ST-88	Cfre-clpX-52	Cfre-mdh-49	Cfre-aspC-50	Cfre-arcA-30	Cfre-dnaG-46	Cfre-fadD-58	Cfre-lysP-47
Cfre-ST-89	Cfre-clpX-6	Cfre-mdh-47	Cfre-aspC-14	Cfre-arcA-33	Cfre-dnaG-45	Cfre-fadD-55	Cfre-lysP-2
Cfre-ST-90	Cfre-clpX-4	Cfre-mdh-7	Cfre-aspC-4	Cfre-arcA-6	Cfre-dnaG-4	Cfre-fadD-34	Cfre-lysP-16
Cfre-ST-91	Cfre-clpX-10	Cfre-mdh-13	Cfre-aspC-48	Cfre-arcA-32	Cfre-dnaG-6	Cfre-fadD-14	Cfre-lysP-11
Cfre-ST-92	Cfre-clpX-12	Cfre-mdh-6	Cfre-aspC-28	Cfre-arcA-12	Cfre-dnaG-6	Cfre-fadD-3	Cfre-lysP-7
Cfre-ST-93	Cfre-clpX-5	Cfre-mdh-15	Cfre-aspC-23	Cfre-arcA-5	Cfre-dnaG-6	Cfre-fadD-13	Cfre-lysP-17
Cfre-ST-94	Cfre-clpX-12	Cfre-mdh-15	Cfre-aspC-16	Cfre-arcA-5	Cfre-dnaG-6	Cfre-fadD-13	Cfre-lysP-7
