stid	a1	a2	a3	a4	a5	a6	a7
Ecol-ST-99	Ecol-MDH-9	Ecol-GYRB-22	Ecol-RECA-7	Ecol-ICD-18	Ecol-PURA-26	Ecol-FUMC-4	Ecol-ADK-6
Ecol-ST-100	Ecol-MDH-12	Ecol-GYRB-5	Ecol-RECA-2	Ecol-ICD-10	Ecol-PURA-9	Ecol-FUMC-27	Ecol-ADK-10
Ecol-ST-101	Ecol-MDH-11	Ecol-GYRB-15	Ecol-RECA-6	Ecol-ICD-18	Ecol-PURA-7	Ecol-FUMC-41	Ecol-ADK-43
Ecol-ST-102	Ecol-MDH-32	Ecol-GYRB-35	Ecol-RECA-31	Ecol-ICD-40	Ecol-PURA-29	Ecol-FUMC-42	Ecol-ADK-44
Ecol-ST-103	Ecol-MDH-24	Ecol-GYRB-36	Ecol-RECA-32	Ecol-ICD-10	Ecol-PURA-18	Ecol-FUMC-4	Ecol-ADK-45
Ecol-ST-104	Ecol-MDH-17	Ecol-GYRB-9	Ecol-RECA-25	Ecol-ICD-13	Ecol-PURA-11	Ecol-FUMC-24	Ecol-ADK-13
Ecol-ST-105	Ecol-MDH-17	Ecol-GYRB-19	Ecol-RECA-10	Ecol-ICD-36	Ecol-PURA-10	Ecol-FUMC-43	Ecol-ADK-13
Ecol-ST-106	Ecol-MDH-5	Ecol-GYRB-27	Ecol-RECA-4	Ecol-ICD-6	Ecol-PURA-8	Ecol-FUMC-35	Ecol-ADK-21
Ecol-ST-107	Ecol-MDH-17	Ecol-GYRB-19	Ecol-RECA-15	Ecol-ICD-22	Ecol-PURA-14	Ecol-FUMC-21	Ecol-ADK-13
Ecol-ST-108	Ecol-MDH-5	Ecol-GYRB-37	Ecol-RECA-33	Ecol-ICD-25	Ecol-PURA-16	Ecol-FUMC-36	Ecol-ADK-46
Ecol-ST-109	Ecol-MDH-9	Ecol-GYRB-1	Ecol-RECA-2	Ecol-ICD-16	Ecol-PURA-13	Ecol-FUMC-6	Ecol-ADK-6
Ecol-ST-110	Ecol-MDH-17	Ecol-GYRB-19	Ecol-RECA-30	Ecol-ICD-13	Ecol-PURA-25	Ecol-FUMC-40	Ecol-ADK-47
Ecol-ST-111	Ecol-MDH-24	Ecol-GYRB-14	Ecol-RECA-2	Ecol-ICD-16	Ecol-PURA-8	Ecol-FUMC-29	Ecol-ADK-6
Ecol-ST-112	Ecol-MDH-16	Ecol-GYRB-9	Ecol-RECA-34	Ecol-ICD-22	Ecol-PURA-30	Ecol-FUMC-44	Ecol-ADK-13
Ecol-ST-113	Ecol-MDH-9	Ecol-GYRB-38	Ecol-RECA-7	Ecol-ICD-16	Ecol-PURA-7	Ecol-FUMC-4	Ecol-ADK-16
Ecol-ST-114	Ecol-MDH-4	Ecol-GYRB-2	Ecol-RECA-4	Ecol-ICD-41	Ecol-PURA-4	Ecol-FUMC-2	Ecol-ADK-4
Ecol-ST-115	Ecol-MDH-5	Ecol-GYRB-39	Ecol-RECA-19	Ecol-ICD-25	Ecol-PURA-31	Ecol-FUMC-26	Ecol-ADK-4
Ecol-ST-116	Ecol-MDH-7	Ecol-GYRB-40	Ecol-RECA-6	Ecol-ICD-42	Ecol-PURA-18	Ecol-FUMC-11	Ecol-ADK-8
Ecol-ST-117	Ecol-MDH-5	Ecol-GYRB-41	Ecol-RECA-2	Ecol-ICD-43	Ecol-PURA-32	Ecol-FUMC-45	Ecol-ADK-20
Ecol-ST-118	Ecol-MDH-15	Ecol-GYRB-42	Ecol-RECA-17	Ecol-ICD-44	Ecol-PURA-33	Ecol-FUMC-4	Ecol-ADK-31
Ecol-ST-119	Ecol-MDH-11	Ecol-GYRB-43	Ecol-RECA-35	Ecol-ICD-45	Ecol-PURA-34	Ecol-FUMC-46	Ecol-ADK-48
Ecol-ST-120	Ecol-MDH-11	Ecol-GYRB-44	Ecol-RECA-7	Ecol-ICD-9	Ecol-PURA-35	Ecol-FUMC-4	Ecol-ADK-49
Ecol-ST-121	Ecol-MDH-17	Ecol-GYRB-13	Ecol-RECA-15	Ecol-ICD-22	Ecol-PURA-36	Ecol-FUMC-21	Ecol-ADK-13
