stid	a1	a2	a3	a4	a5	a6	a7
Koxy-ST-76	Koxy-gapA-6	Koxy-mdh-14	Koxy-tonB-33	Koxy-infB-6	Koxy-pgi-10	Koxy-rpoB-8	Koxy-phoE-15
Koxy-ST-77	Koxy-gapA-3	Koxy-mdh-15	Koxy-tonB-4	Koxy-infB-21	Koxy-pgi-8	Koxy-rpoB-6	Koxy-phoE-12
Koxy-ST-78	Koxy-gapA-1	Koxy-mdh-2	Koxy-tonB-2	Koxy-infB-22	Koxy-pgi-27	Koxy-rpoB-1	Koxy-phoE-9
Koxy-ST-79	Koxy-gapA-12	Koxy-mdh-17	Koxy-tonB-25	Koxy-infB-9	Koxy-pgi-7	Koxy-rpoB-6	Koxy-phoE-20
Koxy-ST-80	Koxy-gapA-3	Koxy-mdh-15	Koxy-tonB-4	Koxy-infB-4	Koxy-pgi-8	Koxy-rpoB-3	Koxy-phoE-12
Koxy-ST-81	Koxy-gapA-13	Koxy-mdh-29	Koxy-tonB-34	Koxy-infB-23	Koxy-pgi-31	Koxy-rpoB-25	Koxy-phoE-38
Koxy-ST-82	Koxy-gapA-14	Koxy-mdh-15	Koxy-tonB-4	Koxy-infB-24	Koxy-pgi-8	Koxy-rpoB-6	Koxy-phoE-18
Koxy-ST-83	Koxy-gapA-3	Koxy-mdh-30	Koxy-tonB-35	Koxy-infB-4	Koxy-pgi-8	Koxy-rpoB-26	Koxy-phoE-39
Koxy-ST-84	Koxy-gapA-3	Koxy-mdh-17	Koxy-tonB-29	Koxy-infB-8	Koxy-pgi-21	Koxy-rpoB-17	Koxy-phoE-40
Koxy-ST-85	Koxy-gapA-3	Koxy-mdh-21	Koxy-tonB-19	Koxy-infB-5	Koxy-pgi-13	Koxy-rpoB-6	Koxy-phoE-24
Koxy-ST-86	Koxy-gapA-3	Koxy-mdh-15	Koxy-tonB-35	Koxy-infB-4	Koxy-pgi-32	Koxy-rpoB-3	Koxy-phoE-41
Koxy-ST-87	Koxy-gapA-1	Koxy-mdh-1	Koxy-tonB-15	Koxy-infB-7	Koxy-pgi-15	Koxy-rpoB-13	Koxy-phoE-4
Koxy-ST-88	Koxy-gapA-3	Koxy-mdh-24	Koxy-tonB-23	Koxy-infB-8	Koxy-pgi-33	Koxy-rpoB-6	Koxy-phoE-20
Koxy-ST-89	Koxy-gapA-15	Koxy-mdh-14	Koxy-tonB-9	Koxy-infB-6	Koxy-pgi-10	Koxy-rpoB-8	Koxy-phoE-14
Koxy-ST-90	Koxy-gapA-1	Koxy-mdh-2	Koxy-tonB-36	Koxy-infB-25	Koxy-pgi-34	Koxy-rpoB-1	Koxy-phoE-42
Koxy-ST-91	Koxy-gapA-3	Koxy-mdh-15	Koxy-tonB-35	Koxy-infB-4	Koxy-pgi-8	Koxy-rpoB-3	Koxy-phoE-12
Koxy-ST-92	Koxy-gapA-3	Koxy-mdh-15	Koxy-tonB-37	Koxy-infB-4	Koxy-pgi-8	Koxy-rpoB-6	Koxy-phoE-18
Koxy-ST-93	Koxy-gapA-3	Koxy-mdh-31	Koxy-tonB-4	Koxy-infB-26	Koxy-pgi-8	Koxy-rpoB-6	Koxy-phoE-33
Koxy-ST-94	Koxy-gapA-3	Koxy-mdh-15	Koxy-tonB-11	Koxy-infB-4	Koxy-pgi-8	Koxy-rpoB-6	Koxy-phoE-12
Koxy-ST-95	Koxy-gapA-3	Koxy-mdh-15	Koxy-tonB-4	Koxy-infB-24	Koxy-pgi-4	Koxy-rpoB-6	Koxy-phoE-43
Koxy-ST-96	Koxy-gapA-2	Koxy-mdh-2	Koxy-tonB-1	Koxy-infB-19	Koxy-pgi-18	Koxy-rpoB-10	Koxy-phoE-34
Koxy-ST-97	Koxy-gapA-5	Koxy-mdh-26	Koxy-tonB-9	Koxy-infB-6	Koxy-pgi-35	Koxy-rpoB-7	Koxy-phoE-15
Koxy-ST-98	Koxy-gapA-3	Koxy-mdh-32	Koxy-tonB-38	Koxy-infB-27	Koxy-pgi-21	Koxy-rpoB-19	Koxy-phoE-44
Koxy-ST-99	Koxy-gapA-6	Koxy-mdh-19	Koxy-tonB-9	Koxy-infB-6	Koxy-pgi-35	Koxy-rpoB-7	Koxy-phoE-15
Koxy-ST-100	Koxy-gapA-2	Koxy-mdh-33	Koxy-tonB-39	Koxy-infB-2	Koxy-pgi-18	Koxy-rpoB-1	Koxy-phoE-2
Koxy-ST-101	Koxy-gapA-2	Koxy-mdh-2	Koxy-tonB-1	Koxy-infB-3	Koxy-pgi-2	Koxy-rpoB-10	Koxy-phoE-45
Koxy-ST-102	Koxy-gapA-3	Koxy-mdh-15	Koxy-tonB-4	Koxy-infB-4	Koxy-pgi-36	Koxy-rpoB-3	Koxy-phoE-33
Koxy-ST-103	Koxy-gapA-3	Koxy-mdh-34	Koxy-tonB-5	Koxy-infB-5	Koxy-pgi-13	Koxy-rpoB-4	Koxy-phoE-17
Koxy-ST-104	Koxy-gapA-4	Koxy-mdh-11	Koxy-tonB-9	Koxy-infB-6	Koxy-pgi-10	Koxy-rpoB-27	Koxy-phoE-46
Koxy-ST-105	Koxy-gapA-16	Koxy-mdh-35	Koxy-tonB-40	Koxy-infB-28	Koxy-pgi-37	Koxy-rpoB-28	Koxy-phoE-47
Koxy-ST-106	Koxy-gapA-1	Koxy-mdh-36	Koxy-tonB-1	Koxy-infB-3	Koxy-pgi-18	Koxy-rpoB-10	Koxy-phoE-2
Koxy-ST-107	Koxy-gapA-3	Koxy-mdh-17	Koxy-tonB-41	Koxy-infB-29	Koxy-pgi-7	Koxy-rpoB-6	Koxy-phoE-20
Koxy-ST-108	Koxy-gapA-3	Koxy-mdh-21	Koxy-tonB-30	Koxy-infB-5	Koxy-pgi-20	Koxy-rpoB-6	Koxy-phoE-24
Koxy-ST-109	Koxy-gapA-3	Koxy-mdh-8	Koxy-tonB-8	Koxy-infB-9	Koxy-pgi-9	Koxy-rpoB-6	Koxy-phoE-20
Koxy-ST-110	Koxy-gapA-3	Koxy-mdh-15	Koxy-tonB-4	Koxy-infB-15	Koxy-pgi-38	Koxy-rpoB-29	Koxy-phoE-12
Koxy-ST-111	Koxy-gapA-1	Koxy-mdh-2	Koxy-tonB-1	Koxy-infB-7	Koxy-pgi-30	Koxy-rpoB-2	Koxy-phoE-2
Koxy-ST-112	Koxy-gapA-2	Koxy-mdh-2	Koxy-tonB-42	Koxy-infB-3	Koxy-pgi-27	Koxy-rpoB-1	Koxy-phoE-16
