stid	a1	a2	a3	a4	a5	a6	a7
Ngon-ST-11681	Ngon-pgm-451	Ngon-fumC-190	Ngon-aroE-67	Ngon-gdh-148	Ngon-pdhC-71	Ngon-adk-39	Ngon-abcZ-59
Ngon-ST-11682	Ngon-pgm-65	Ngon-fumC-190	Ngon-aroE-67	Ngon-gdh-148	Ngon-pdhC-71	Ngon-adk-39	Ngon-abcZ-59
Ngon-ST-11683	Ngon-pgm-65	Ngon-fumC-190	Ngon-aroE-67	Ngon-gdh-746	Ngon-pdhC-763	Ngon-adk-39	Ngon-abcZ-59
Ngon-ST-11684	Ngon-pgm-65	Ngon-fumC-237	Ngon-aroE-67	Ngon-gdh-148	Ngon-pdhC-71	Ngon-adk-39	Ngon-abcZ-59
Ngon-ST-11685	Ngon-pgm-65	Ngon-fumC-745	Ngon-aroE-67	Ngon-gdh-149	Ngon-pdhC-71	Ngon-adk-39	Ngon-abcZ-59
Ngon-ST-11686	Ngon-pgm-65	Ngon-fumC-746	Ngon-aroE-67	Ngon-gdh-147	Ngon-pdhC-71	Ngon-adk-39	Ngon-abcZ-59
Ngon-ST-11687	Ngon-pgm-133	Ngon-fumC-747	Ngon-aroE-67	Ngon-gdh-147	Ngon-pdhC-71	Ngon-adk-39	Ngon-abcZ-59
Ngon-ST-11688	Ngon-pgm-775	Ngon-fumC-748	Ngon-aroE-67	Ngon-gdh-148	Ngon-pdhC-153	Ngon-adk-39	Ngon-abcZ-59
Ngon-ST-11689	Ngon-pgm-65	Ngon-fumC-78	Ngon-aroE-170	Ngon-gdh-147	Ngon-pdhC-153	Ngon-adk-39	Ngon-abcZ-59
Ngon-ST-11690	Ngon-pgm-65	Ngon-fumC-156	Ngon-aroE-170	Ngon-gdh-148	Ngon-pdhC-153	Ngon-adk-39	Ngon-abcZ-59
Ngon-ST-11691	Ngon-pgm-223	Ngon-fumC-157	Ngon-aroE-170	Ngon-gdh-147	Ngon-pdhC-71	Ngon-adk-39	Ngon-abcZ-59
Ngon-ST-11692	Ngon-pgm-65	Ngon-fumC-157	Ngon-aroE-170	Ngon-gdh-147	Ngon-pdhC-765	Ngon-adk-39	Ngon-abcZ-59
Ngon-ST-11693	Ngon-pgm-65	Ngon-fumC-156	Ngon-aroE-763	Ngon-gdh-746	Ngon-pdhC-763	Ngon-adk-39	Ngon-abcZ-59
Ngon-ST-11694	Ngon-pgm-65	Ngon-fumC-157	Ngon-aroE-787	Ngon-gdh-148	Ngon-pdhC-71	Ngon-adk-39	Ngon-abcZ-59
